State,Year,Open Primary Date,Primary Date,General Date,Primary Runoff Date,General Runoff Date,Special Election (Y/N),Presidential Primary,Executive Offices Only,State House District,State Senate District,National House District,National Senate,Notes,Source (Primary),Source (General if different),Source (Primary Runoff if different),,
Nevada,2010,,6/8/10,11/2/10,,,N,,,,,,,,http://nvsos.gov/Modules/ShowDocument.aspx?documentid=1178,,,,
Nevada,2011,,,9/13/11,,,Y,,,,,2,,,http://nvsos.gov/Modules/ShowDocument.aspx?documentid=2024,,,,
Nevada,2012,,6/12/12,11/6/12,,,N,,,,,,,,http://nvsos.gov/index.aspx?page=1220,,,,
Nevada,2014,,6/10/14,11/4/14,,,N,,,,,,,,http://nvsos.gov/Modules/ShowDocument.aspx?documentid=2982,,,,
Nevada,2016,,6/14/16,,,,,,,,,,,,,,,,
Nevada,2018,,6/12/18,,,,,,,,,,,,,,,,
Nevada,2020,,6/9/20,,,,,,,,,,,,,,,,
Nevada,2022,,6/14/22,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
New Hampshire,1998,,?,11/3/98,,,N,,,,,,,,,,,,
New Hampshire,2000,,9/12/00,11/7/00,,,N,,,,,,,,http://sos.nh.gov/2000GovDemPrim.aspx,,,,
New Hampshire,2000,,2/1/00,,,,Y,Y,,,,,,,http://www.fec.gov/pubrec/fe2000/2000presprim.htm#NH,,,,
New Hampshire,2002,,9/10/02,11/5/02,,,N,,,,,,,,http://sos.nh.gov/2002GovDemPrim.aspx,,,,
New Hampshire,2004,,9/14/04,11/2/04,,,N,,,,,,,,http://sos.nh.gov/2004GovDemPrim.aspx,,,,
New Hampshire,2004,,1/27/04,,,,Y,Y,,,,,,,http://sos.nh.gov/2004RepPresPrim.aspx,,,,
New Hampshire,2006,,9/12/06,11/7/06,,,N,,,,,,,,http://sos.nh.gov/2006GovDemPrim.aspx,,,,
New Hampshire,2008,,9/9/08,11/4/08,,,N,,,,,,,,http://sos.nh.gov/2008GovDemPrim.aspx,,,,
New Hampshire,2008,,1/8/08,,,,Y,Y,,,,,,,http://sos.nh.gov/2008DemPresPrim.aspx,,,,
New Hampshire,2010,,9/14/10,11/2/10,,,N,,,,,,,,http://sos.nh.gov/2010GovRepPrim.aspx,,,,
New Hampshire,2011,,,9/20/11,,,Y,,,*,,,,Hillsborough District 3,https://web.archive.org/web/20151105203648/http://sos.nh.gov/nhsos_content.aspx?id=12429,,,,
New Hampshire,2011,,,5/17/11,,,Y,,,*,,,,Hillsborough District 4,https://web.archive.org/web/20151024202011/http://sos.nh.gov/nhsos_content.aspx?id=12433,,,,
New Hampshire,2011,,7/5/11,9/6/11,,,Y,,,*,,,,Rockingham District 14,https://web.archive.org/web/20151024202016/http://sos.nh.gov/nhsos_content.aspx?id=12447,,,,
New Hampshire,2011,,6/7/11,8/9/11,,,Y,,,*,,,,Strafford District 3,https://web.archive.org/web/20151009061935/http://sos.nh.gov/nhsos_content.aspx?id=12465,,,,
New Hampshire,2011,,12/20/11,2/21/12,,,Y,,,*,,,,Hillsborough District 10,https://web.archive.org/web/20150905202417/http://sos.nh.gov/nhsos_content.aspx?id=12633,,,,
New Hampshire,2012,,9/11/12,11/6/12,,,N,,,,,,,,http://sos.nh.gov/2012GovDemPrim.aspx,,,,
New Hampshire,2012,,1/10/12,,,,Y,Y,,,,,,,http://sos.nh.gov/2012RepPresPrim.aspx,,,,
New Hampshire,2013,,,2/19/13,,,Y,,,*,,,,Hillsborough District 31,https://web.archive.org/web/20150905205645/http://sos.nh.gov/nhsos_content.aspx?id=28600,,,,
New Hampshire,2013,,,3/19/13,,,Y,,,*,,,,Hillsborough District 9,https://web.archive.org/web/20150905205527/http://sos.nh.gov/nhsos_content.aspx?id=28670,,,,
New Hampshire,2013,,,6/4/13,,,Y,,,*,,,,Sullivan District 4,https://web.archive.org/web/20150906024919/http://sos.nh.gov/nhsos_content.aspx?id=32722,,,,
New Hampshire,2013,,,9/17/13,,,Y,,,*,,,,Hillsborough District 14,https://web.archive.org/web/20150906085042/http://sos.nh.gov/nhsos_content.aspx?id=37012,,,,
New Hampshire,2013,,9/17/13,11/5/13,,,Y,,,*,,,,Hillsborough District 35,https://web.archive.org/web/20150905204534/http://sos.nh.gov/nhsos_content.aspx?id=42611,,,,
New Hampshire,2013,,,12/17/13,,,Y,,,*,,,,Strafford District 6,https://web.archive.org/web/20150905200222/http://sos.nh.gov/nhsos_content.aspx?id=47055,,,,
New Hampshire,2014,,9/9/14,11/4/14,,,N,,,,,,,,http://sos.nh.gov/2014GovRepPrim.aspx,,,,
New Hampshire,2015,,3/31/15,5/19/15,,,Y,,,*,,,,Rockingham District 32,https://web.archive.org/web/20150817181209/http://sos.nh.gov/nhsos_content.aspx?id=8589944446,,,,
New Hampshire,2015,,,4/28/15,,,Y,,,*,,,,Rockingham District 13,https://web.archive.org/web/20150929054600/http://sos.nh.gov/nhsos_content.aspx?id=8589945656,,,,
New Hampshire,2015,,,7/7/15,,,Y,,,*,,,,Rockingham District 20,https://web.archive.org/web/20150905105920/http://sos.nh.gov/nhsos_content.aspx?id=8589946711,,,,
New Hampshire,2016,,9/13/16,,,,,,,,,,,,,,,,
New Hampshire,2018,,9/11/18,,,,,,,,,,,,,,,,
New Hampshire,2020,,9/8/20,,,,,,,,,,,,,,,,
New Hampshire,2022,,9/13/22,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
New Jersey,1998,,6/2/98,11/3/98,,,Y,,,,,1,,,http://www.state.nj.us/state/elections/election-results/1998-pri-elect-results-us-house.pdf,,,,
New Jersey,1998,,6/2/98,11/3/98,,,Y,,,,,2,,,http://www.state.nj.us/state/elections/election-results/1998-pri-elect-results-us-house.pdf,,,,
New Jersey,1998,,6/2/98,11/3/98,,,Y,,,,,3,,,http://www.state.nj.us/state/elections/election-results/1998-pri-elect-results-us-house.pdf,,,,
New Jersey,1998,,6/2/98,11/3/98,,,Y,,,,,4,,,http://www.state.nj.us/state/elections/election-results/1998-pri-elect-results-us-house.pdf,,,,
New Jersey,1998,,6/2/98,11/3/98,,,Y,,,,,5,,,http://www.state.nj.us/state/elections/election-results/1998-pri-elect-results-us-house.pdf,,,,
New Jersey,1998,,6/2/98,11/3/98,,,Y,,,,,6,,,http://www.state.nj.us/state/elections/election-results/1998-pri-elect-results-us-house.pdf,,,,
New Jersey,1998,,6/2/98,11/3/98,,,Y,,,,,7,,,http://www.state.nj.us/state/elections/election-results/1998-pri-elect-results-us-house.pdf,,,,
New Jersey,1998,,6/2/98,11/3/98,,,Y,,,,,8,,,http://www.state.nj.us/state/elections/election-results/1998-pri-elect-results-us-house.pdf,,,,
New Jersey,1998,,6/2/98,11/3/98,,,Y,,,,,9,,,http://www.state.nj.us/state/elections/election-results/1998-pri-elect-results-us-house.pdf,,,,
New Jersey,1998,,6/2/98,11/3/98,,,Y,,,,,10,,,http://www.state.nj.us/state/elections/election-results/1998-pri-elect-results-us-house.pdf,,,,
New Jersey,1998,,6/2/98,11/3/98,,,Y,,,,,11,,,http://www.state.nj.us/state/elections/election-results/1998-pri-elect-results-us-house.pdf,,,,
New Jersey,1998,,6/2/98,11/3/98,,,Y,,,,,12,,,http://www.state.nj.us/state/elections/election-results/1998-pri-elect-results-us-house.pdf,,,,
New Jersey,1998,,6/2/98,11/3/98,,,Y,,,,,13,,,http://www.state.nj.us/state/elections/election-results/1998-pri-elect-results-us-house.pdf,,,,
New Jersey,1998,,6/2/98,11/3/98,,,Y,,,7,,,,,http://www.state.nj.us/state/elections/election-results/1998-special-gen-elect-results-assembly.pdf,,,,
New Jersey,1999,,6/8/99,11/2/99,,,N,,,,,,,General Assembly Only,http://www.state.nj.us/state/elections/election-results/1999-primary-election-turnout-by-party.pdf,http://www.state.nj.us/state/elections/election-results/1999-gen-elect-reg-voters-ballots-cast.pdf,,,
New Jersey,1999,,,11/2/99,,,Y,,,,29,,,,http://www.state.nj.us/state/elections/election-results/1999-special-gen-elect-candidates-st-senate.pdf,,,,
New Jersey,2000,,6/6/00,11/7/00,,,Y,,,,,1,,,http://www.state.nj.us/state/elections/election-results/2000-Primary-election-turnout-by-party.pdf,,,,
New Jersey,2000,,6/6/00,11/7/00,,,Y,,,,,2,,,http://www.state.nj.us/state/elections/election-results/2000-Primary-election-turnout-by-party.pdf,,,,
New Jersey,2000,,6/6/00,11/7/00,,,Y,,,,,3,,,http://www.state.nj.us/state/elections/election-results/2000-Primary-election-turnout-by-party.pdf,,,,
New Jersey,2000,,6/6/00,11/7/00,,,Y,,,,,4,,,http://www.state.nj.us/state/elections/election-results/2000-Primary-election-turnout-by-party.pdf,,,,
New Jersey,2000,,6/6/00,11/7/00,,,Y,,,,,5,,,http://www.state.nj.us/state/elections/election-results/2000-Primary-election-turnout-by-party.pdf,,,,
New Jersey,2000,,6/6/00,11/7/00,,,Y,,,,,6,,,http://www.state.nj.us/state/elections/election-results/2000-Primary-election-turnout-by-party.pdf,,,,
New Jersey,2000,,6/6/00,11/7/00,,,Y,,,,,7,,,http://www.state.nj.us/state/elections/election-results/2000-Primary-election-turnout-by-party.pdf,,,,
New Jersey,2000,,6/6/00,11/7/00,,,Y,,,,,8,,,http://www.state.nj.us/state/elections/election-results/2000-Primary-election-turnout-by-party.pdf,,,,
New Jersey,2000,,6/6/00,11/7/00,,,Y,,,,,9,,,http://www.state.nj.us/state/elections/election-results/2000-Primary-election-turnout-by-party.pdf,,,,
New Jersey,2000,,6/6/00,11/7/00,,,Y,,,,,10,,,http://www.state.nj.us/state/elections/election-results/2000-Primary-election-turnout-by-party.pdf,,,,
New Jersey,2000,,6/6/00,11/7/00,,,Y,,,,,11,,,http://www.state.nj.us/state/elections/election-results/2000-Primary-election-turnout-by-party.pdf,,,,
New Jersey,2000,,6/6/00,11/7/00,,,Y,,,,,12,,,http://www.state.nj.us/state/elections/election-results/2000-Primary-election-turnout-by-party.pdf,,,,
New Jersey,2000,,6/6/00,11/7/00,,,Y,,,,,13,,,http://www.state.nj.us/state/elections/election-results/2000-Primary-election-turnout-by-party.pdf,,,,
New Jersey,2000,,6/6/00,11/7/00,,,Y,,,,,,Y,,http://www.state.nj.us/state/elections/election-results/2000-Primary-election-turnout-by-party.pdf,,,,
New Jersey,2000,,6/6/00,,,,Y,Y,,,,,,,http://www.state.nj.us/state/elections/election-results/2000-Primary-election-turnout-by-party.pdf,,,,
New Jersey,2001,,6/26/01,11/6/01,,,N,,,,,,,,http://www.state.nj.us/state/elections/election-results/2001pri-voter_registration-by-county.pdf,http://www.state.nj.us/state/elections/election-results/2001gen-elect-voter_turnout.pdf,,,
New Jersey,2002,,6/4/02,11/5/02,,,Y,,,,,1,,,http://www.state.nj.us/state/elections/election-results/2002pri-elect-voter_reg_by-county.pdf,,,,
New Jersey,2002,,6/4/02,11/5/02,,,Y,,,,,2,,,http://www.state.nj.us/state/elections/election-results/2002pri-elect-voter_reg_by-county.pdf,,,,
New Jersey,2002,,6/4/02,11/5/02,,,Y,,,,,3,,,http://www.state.nj.us/state/elections/election-results/2002pri-elect-voter_reg_by-county.pdf,,,,
New Jersey,2002,,6/4/02,11/5/02,,,Y,,,,,4,,,http://www.state.nj.us/state/elections/election-results/2002pri-elect-voter_reg_by-county.pdf,,,,
New Jersey,2002,,6/4/02,11/5/02,,,Y,,,,,5,,,http://www.state.nj.us/state/elections/election-results/2002pri-elect-voter_reg_by-county.pdf,,,,
New Jersey,2002,,6/4/02,11/5/02,,,Y,,,,,6,,,http://www.state.nj.us/state/elections/election-results/2002pri-elect-voter_reg_by-county.pdf,,,,
New Jersey,2002,,6/4/02,11/5/02,,,Y,,,,,7,,,http://www.state.nj.us/state/elections/election-results/2002pri-elect-voter_reg_by-county.pdf,,,,
New Jersey,2002,,6/4/02,11/5/02,,,Y,,,,,8,,,http://www.state.nj.us/state/elections/election-results/2002pri-elect-voter_reg_by-county.pdf,,,,
New Jersey,2002,,6/4/02,11/5/02,,,Y,,,,,9,,,http://www.state.nj.us/state/elections/election-results/2002pri-elect-voter_reg_by-county.pdf,,,,
New Jersey,2002,,6/4/02,11/5/02,,,Y,,,,,10,,,http://www.state.nj.us/state/elections/election-results/2002pri-elect-voter_reg_by-county.pdf,,,,
New Jersey,2002,,6/4/02,11/5/02,,,Y,,,,,11,,,http://www.state.nj.us/state/elections/election-results/2002pri-elect-voter_reg_by-county.pdf,,,,
New Jersey,2002,,6/4/02,11/5/02,,,Y,,,,,12,,,http://www.state.nj.us/state/elections/election-results/2002pri-elect-voter_reg_by-county.pdf,,,,
New Jersey,2002,,6/4/02,11/5/02,,,Y,,,,,13,,,http://www.state.nj.us/state/elections/election-results/2002pri-elect-voter_reg_by-county.pdf,,,,
New Jersey,2002,,6/4/02,11/5/02,,,Y,,,,,,Y,,http://www.state.nj.us/state/elections/election-results/2002pri-elect-voter_reg_by-county.pdf,,,,
New Jersey,2003,,6/3/03,11/4/03,,,N,,,,,,,,http://www.state.nj.us/state/elections/election-results/2003pri-elect-voter_reg_by-county.pdf,http://www.state.nj.us/state/elections/election-results/2003generalelectionbycounty.pdf,,,
New Jersey,2004,,6/8/04,11/2/04,,,Y,,,,,1,,,http://www.state.nj.us/state/elections/election-results/2004-pri-elect-voter-reg-by-congr.pdf,,,,
New Jersey,2004,,6/8/04,11/2/04,,,Y,,,,,2,,,http://www.state.nj.us/state/elections/election-results/2004-pri-elect-voter-reg-by-congr.pdf,,,,
New Jersey,2004,,6/8/04,11/2/04,,,Y,,,,,3,,,http://www.state.nj.us/state/elections/election-results/2004-pri-elect-voter-reg-by-congr.pdf,,,,
New Jersey,2004,,6/8/04,11/2/04,,,Y,,,,,4,,,http://www.state.nj.us/state/elections/election-results/2004-pri-elect-voter-reg-by-congr.pdf,,,,
New Jersey,2004,,6/8/04,11/2/04,,,Y,,,,,5,,,http://www.state.nj.us/state/elections/election-results/2004-pri-elect-voter-reg-by-congr.pdf,,,,
New Jersey,2004,,6/8/04,11/2/04,,,Y,,,,,6,,,http://www.state.nj.us/state/elections/election-results/2004-pri-elect-voter-reg-by-congr.pdf,,,,
New Jersey,2004,,6/8/04,11/2/04,,,Y,,,,,7,,,http://www.state.nj.us/state/elections/election-results/2004-pri-elect-voter-reg-by-congr.pdf,,,,
New Jersey,2004,,6/8/04,11/2/04,,,Y,,,,,8,,,http://www.state.nj.us/state/elections/election-results/2004-pri-elect-voter-reg-by-congr.pdf,,,,
New Jersey,2004,,6/8/04,11/2/04,,,Y,,,,,9,,,http://www.state.nj.us/state/elections/election-results/2004-pri-elect-voter-reg-by-congr.pdf,,,,
New Jersey,2004,,6/8/04,11/2/04,,,Y,,,,,10,,,http://www.state.nj.us/state/elections/election-results/2004-pri-elect-voter-reg-by-congr.pdf,,,,
New Jersey,2004,,6/8/04,11/2/04,,,Y,,,,,11,,,http://www.state.nj.us/state/elections/election-results/2004-pri-elect-voter-reg-by-congr.pdf,,,,
New Jersey,2004,,6/8/04,11/2/04,,,Y,,,,,12,,,http://www.state.nj.us/state/elections/election-results/2004-pri-elect-voter-reg-by-congr.pdf,,,,
New Jersey,2004,,6/8/04,11/2/04,,,Y,,,,,13,,,http://www.state.nj.us/state/elections/election-results/2004-pri-elect-voter-reg-by-congr.pdf,,,,
New Jersey,2004,,6/8/04,,,,Y,Y,,,,,,,http://www.state.nj.us/state/elections/election-results/2004-pri-elect-voter-reg-by-congr.pdf,,,,
New Jersey,2004,,,11/2/04,,,Y,,,,31,,,,http://www.state.nj.us/state/elections/election-information-archive-2004.html,,,,
New Jersey,2005,,6/7/05,11/8/05,,,N,,,,,,,"General Assembly, Governor",http://www.state.nj.us/state/elections/election-results/2005primary_elect_bycounty_rev-9.19.05.pdf,http://www.state.nj.us/state/elections/election-results/2005gevrfbycounty.pdf,,,
New Jersey,2005,,,11/8/05,,,Y,,,,37,,,,http://www.state.nj.us/state/elections/election-results/2005_gen_special_senate_listings.pdf,,,,
New Jersey,2006,,6/6/06,11/7/06,,,Y,,,,,1,,,http://www.state.nj.us/state/elections/election-results/2006-primary-election-by-county.pdf,,,,
New Jersey,2006,,6/6/06,11/7/06,,,Y,,,,,2,,,http://www.state.nj.us/state/elections/election-results/2006-primary-election-by-county.pdf,,,,
New Jersey,2006,,6/6/06,11/7/06,,,Y,,,,,3,,,http://www.state.nj.us/state/elections/election-results/2006-primary-election-by-county.pdf,,,,
New Jersey,2006,,6/6/06,11/7/06,,,Y,,,,,4,,,http://www.state.nj.us/state/elections/election-results/2006-primary-election-by-county.pdf,,,,
New Jersey,2006,,6/6/06,11/7/06,,,Y,,,,,5,,,http://www.state.nj.us/state/elections/election-results/2006-primary-election-by-county.pdf,,,,
New Jersey,2006,,6/6/06,11/7/06,,,Y,,,,,6,,,http://www.state.nj.us/state/elections/election-results/2006-primary-election-by-county.pdf,,,,
New Jersey,2006,,6/6/06,11/7/06,,,Y,,,,,7,,,http://www.state.nj.us/state/elections/election-results/2006-primary-election-by-county.pdf,,,,
New Jersey,2006,,6/6/06,11/7/06,,,Y,,,,,8,,,http://www.state.nj.us/state/elections/election-results/2006-primary-election-by-county.pdf,,,,
New Jersey,2006,,6/6/06,11/7/06,,,Y,,,,,9,,,http://www.state.nj.us/state/elections/election-results/2006-primary-election-by-county.pdf,,,,
New Jersey,2006,,6/6/06,11/7/06,,,Y,,,,,10,,,http://www.state.nj.us/state/elections/election-results/2006-primary-election-by-county.pdf,,,,
New Jersey,2006,,6/6/06,11/7/06,,,Y,,,,,11,,,http://www.state.nj.us/state/elections/election-results/2006-primary-election-by-county.pdf,,,,
New Jersey,2006,,6/6/06,11/7/06,,,Y,,,,,12,,,http://www.state.nj.us/state/elections/election-results/2006-primary-election-by-county.pdf,,,,
New Jersey,2006,,6/6/06,11/7/06,,,Y,,,,,13,,,http://www.state.nj.us/state/elections/election-results/2006-primary-election-by-county.pdf,,,,
New Jersey,2006,,6/6/06,11/7/06,,,Y,,,,,,Y,,http://www.state.nj.us/state/elections/election-results/2006-primary-election-by-county.pdf,,,,
New Jersey,2006,,6/6/06,11/7/06,,,Y,,,28,,,,,http://www.state.nj.us/state/elections/election-results/2006-official-primary-election-gen-assem-28thdist-tallies.pdf,,,,
New Jersey,2007,,6/5/07,11/6/07,,,N,,,,,,,,http://www.state.nj.us/state/elections/election-results/2007-primary-election-by-county.pdf,http://www.state.nj.us/state/elections/election-results/2007-general-election-party-by-county.pdf,,,
New Jersey,2008,,6/3/08,11/4/08,,,Y,,,,,1,,,http://www.state.nj.us/state/elections/election-results/2008-primary-election-by-county.pdf,,,,
New Jersey,2008,,6/3/08,11/4/08,,,Y,,,,,2,,,http://www.state.nj.us/state/elections/election-results/2008-primary-election-by-county.pdf,,,,
New Jersey,2008,,6/3/08,11/4/08,,,Y,,,,,3,,,http://www.state.nj.us/state/elections/election-results/2008-primary-election-by-county.pdf,,,,
New Jersey,2008,,6/3/08,11/4/08,,,Y,,,,,4,,,http://www.state.nj.us/state/elections/election-results/2008-primary-election-by-county.pdf,,,,
New Jersey,2008,,6/3/08,11/4/08,,,Y,,,,,5,,,http://www.state.nj.us/state/elections/election-results/2008-primary-election-by-county.pdf,,,,
New Jersey,2008,,6/3/08,11/4/08,,,Y,,,,,6,,,http://www.state.nj.us/state/elections/election-results/2008-primary-election-by-county.pdf,,,,
New Jersey,2008,,6/3/08,11/4/08,,,Y,,,,,7,,,http://www.state.nj.us/state/elections/election-results/2008-primary-election-by-county.pdf,,,,
New Jersey,2008,,6/3/08,11/4/08,,,Y,,,,,8,,,http://www.state.nj.us/state/elections/election-results/2008-primary-election-by-county.pdf,,,,
New Jersey,2008,,6/3/08,11/4/08,,,Y,,,,,9,,,http://www.state.nj.us/state/elections/election-results/2008-primary-election-by-county.pdf,,,,
New Jersey,2008,,6/3/08,11/4/08,,,Y,,,,,10,,,http://www.state.nj.us/state/elections/election-results/2008-primary-election-by-county.pdf,,,,
New Jersey,2008,,6/3/08,11/4/08,,,Y,,,,,11,,,http://www.state.nj.us/state/elections/election-results/2008-primary-election-by-county.pdf,,,,
New Jersey,2008,,6/3/08,11/4/08,,,Y,,,,,12,,,http://www.state.nj.us/state/elections/election-results/2008-primary-election-by-county.pdf,,,,
New Jersey,2008,,6/3/08,11/4/08,,,Y,,,,,13,,,http://www.state.nj.us/state/elections/election-results/2008-primary-election-by-county.pdf,,,,
New Jersey,2008,,6/3/08,11/4/08,,,Y,,,,,,Y,,http://www.state.nj.us/state/elections/election-results/2008-primary-election-by-county.pdf,,,,
New Jersey,2008,,6/3/08,,,,Y,Y,,,,,,,http://www.state.nj.us/state/elections/election-results/2008-primary-election-by-county.pdf,,,,
New Jersey,2008,,,11/4/08,,,Y,,,20,,,,,http://www.state.nj.us/state/elections/election-results/2008-official-gen-elect-tallies-gen-assem-120208.pdf,,,,
New Jersey,2009,,6/2/09,11/3/09,,,N,,,,,,,Governor and Assembly,http://www.state.nj.us/state/elections/2009-results/2009-certified-pri-elect-candidates-governor-041409.pdf,http://www.state.nj.us/state/elections/2009-results/2009-amended-certification-official-gen-elect-candidates-gov-lt.gov-091609.pdf,,,
New Jersey,2009,,6/3/09,11/3/09,,,Y,,,,6,,,,http://www.state.nj.us/state/elections/2009-results/2009-certified-pri-elect-candidates-governor-041409.pdf,http://www.state.nj.us/state/elections/2009-results/2009-amended-certification-official-gen-elect-candidates-gov-lt.gov-091609.pdf,,,
New Jersey,2009,,6/4/09,11/3/09,,,Y,,,,23,,,,http://www.state.nj.us/state/elections/2009-results/2009-certified-pri-elect-candidates-governor-041409.pdf,http://www.state.nj.us/state/elections/2009-results/2009-amended-certification-official-gen-elect-candidates-gov-lt.gov-091609.pdf,,,
New Jersey,2010,,6/8/10,11/2/10,,,Y,,,,5,,,,http://www.state.nj.us/state/elections/2010-results/2010-letter-certification-pri-elect-house-042110.pdf,,,,
New Jersey,2010,,6/8/10,11/2/10,,,Y,,,,14,,,,http://www.state.nj.us/state/elections/2010-results/2010-letter-certification-pri-elect-house-042110.pdf,,,,
New Jersey,2010,,6/8/10,11/2/10,,,Y,,,5,,,,,http://www.state.nj.us/state/elections/2010-results/2010-letter-certification-pri-elect-house-042110.pdf,,,,
New Jersey,2010,,6/8/10,11/2/10,,,Y,,,,,1,,,http://www.state.nj.us/state/elections/2010-results/2010-letter-certification-pri-elect-house-042110.pdf,,,,
New Jersey,2010,,6/8/10,11/2/10,,,Y,,,,,2,,,http://www.state.nj.us/state/elections/2010-results/2010-letter-certification-pri-elect-house-042110.pdf,,,,
New Jersey,2010,,6/8/10,11/2/10,,,Y,,,,,3,,,http://www.state.nj.us/state/elections/2010-results/2010-letter-certification-pri-elect-house-042110.pdf,,,,
New Jersey,2010,,6/8/10,11/2/10,,,Y,,,,,4,,,http://www.state.nj.us/state/elections/2010-results/2010-letter-certification-pri-elect-house-042110.pdf,,,,
New Jersey,2010,,6/8/10,11/2/10,,,Y,,,,,5,,,http://www.state.nj.us/state/elections/2010-results/2010-letter-certification-pri-elect-house-042110.pdf,,,,
New Jersey,2010,,6/8/10,11/2/10,,,Y,,,,,6,,,http://www.state.nj.us/state/elections/2010-results/2010-letter-certification-pri-elect-house-042110.pdf,,,,
New Jersey,2010,,6/8/10,11/2/10,,,Y,,,,,7,,,http://www.state.nj.us/state/elections/2010-results/2010-letter-certification-pri-elect-house-042110.pdf,,,,
New Jersey,2010,,6/8/10,11/2/10,,,Y,,,,,8,,,http://www.state.nj.us/state/elections/2010-results/2010-letter-certification-pri-elect-house-042110.pdf,,,,
New Jersey,2010,,6/8/10,11/2/10,,,Y,,,,,9,,,http://www.state.nj.us/state/elections/2010-results/2010-letter-certification-pri-elect-house-042110.pdf,,,,
New Jersey,2010,,6/8/10,11/2/10,,,Y,,,,,10,,,http://www.state.nj.us/state/elections/2010-results/2010-letter-certification-pri-elect-house-042110.pdf,,,,
New Jersey,2010,,6/8/10,11/2/10,,,Y,,,,,11,,,http://www.state.nj.us/state/elections/2010-results/2010-letter-certification-pri-elect-house-042110.pdf,,,,
New Jersey,2010,,6/8/10,11/2/10,,,Y,,,,,12,,,http://www.state.nj.us/state/elections/2010-results/2010-letter-certification-pri-elect-house-042110.pdf,,,,
New Jersey,2010,,6/8/10,11/2/10,,,Y,,,,,13,,,http://www.state.nj.us/state/elections/2010-results/2010-letter-certification-pri-elect-house-042110.pdf,,,,
New Jersey,2011,,6/7/11,11/8/11,,,N,,,,,,,State Senate and Assembly,http://www.state.nj.us/state/elections/2011-results/2011-certification-primary-election-candidates-state-senate-042111.pdf,http://www.state.nj.us/state/elections/2011-results/2011-certification-gen-elect-candidates-st-senate-0815.pdf,,,
New Jersey,2012,,6/5/12,11/6/12,,,Y,,,4,,,,,http://www.state.nj.us/state/elections/2012-results/2012-certification-primary-election-candidates.pdf,,,,
New Jersey,2012,,6/5/12,11/6/12,,,Y,,,16,,,,,http://www.state.nj.us/state/elections/2012-results/2012-certification-primary-election-candidates.pdf,,,,
New Jersey,2012,,6/5/12,11/6/12,,,Y,,,26,,,,,http://www.state.nj.us/state/elections/2012-results/2012-certification-primary-election-candidates.pdf,,,,
New Jersey,2012,,6/5/12,11/6/12,,,Y,,,,,1,,,http://www.state.nj.us/state/elections/2012-results/2012-certification-primary-election-candidates.pdf,,,,
New Jersey,2012,,6/5/12,11/6/12,,,Y,,,,,2,,,http://www.state.nj.us/state/elections/2012-results/2012-certification-primary-election-candidates.pdf,,,,
New Jersey,2012,,6/5/12,11/6/12,,,Y,,,,,3,,,http://www.state.nj.us/state/elections/2012-results/2012-certification-primary-election-candidates.pdf,,,,
New Jersey,2012,,6/5/12,11/6/12,,,Y,,,,,4,,,http://www.state.nj.us/state/elections/2012-results/2012-certification-primary-election-candidates.pdf,,,,
New Jersey,2012,,6/5/12,11/6/12,,,Y,,,,,5,,,http://www.state.nj.us/state/elections/2012-results/2012-certification-primary-election-candidates.pdf,,,,
New Jersey,2012,,6/5/12,11/6/12,,,Y,,,,,6,,,http://www.state.nj.us/state/elections/2012-results/2012-certification-primary-election-candidates.pdf,,,,
New Jersey,2012,,6/5/12,11/6/12,,,Y,,,,,7,,,http://www.state.nj.us/state/elections/2012-results/2012-certification-primary-election-candidates.pdf,,,,
New Jersey,2012,,6/5/12,11/6/12,,,Y,,,,,8,,,http://www.state.nj.us/state/elections/2012-results/2012-certification-primary-election-candidates.pdf,,,,
New Jersey,2012,,6/5/12,11/6/12,,,Y,,,,,9,,,http://www.state.nj.us/state/elections/2012-results/2012-certification-primary-election-candidates.pdf,,,,
New Jersey,2012,,6/5/12,11/6/12,,,Y,,,,,10,,,http://www.state.nj.us/state/elections/2012-results/2012-certification-primary-election-candidates.pdf,,,,
New Jersey,2012,,6/5/12,11/6/12,,,Y,,,,,11,,,http://www.state.nj.us/state/elections/2012-results/2012-certification-primary-election-candidates.pdf,,,,
New Jersey,2012,,6/5/12,11/6/12,,,Y,,,,,12,,,http://www.state.nj.us/state/elections/2012-results/2012-certification-primary-election-candidates.pdf,,,,
New Jersey,2012,,6/5/12,11/6/12,,,Y,,,,,,Y,,http://www.state.nj.us/state/elections/2012-results/2012-certification-primary-election-candidates.pdf,,,,
New Jersey,2012,,6/5/12,,,,Y,Y,,,,,,,http://www.state.nj.us/state/elections/2012-results/2012-certification-primary-election-candidates.pdf,,,,
New Jersey,2013,,6/4/13,11/5/13,,,N,,,,,,,"State Senate, Assembly, Governor",http://www.state.nj.us/state/elections/2013-results/2013-certification-primary-election-candidates.pdf,http://www.state.nj.us/state/elections/2013-results/2013-certification-general-election-candidates-governor.pdf,,,
New Jersey,2014,,6/3/14,11/4/14,,,Y,,,,,1,,,http://www.state.nj.us/state/elections/2014-results/2014-certification-of-primary-candidates.pdf,,,,
